location_id,is_location_exact,street,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,city,state,zipcode,market,smart_location,country_code,country,latitude,longitude,Rank
38224089,f,"Berlin, Berlin, Germany",Alt-Treptow,Alt  Treptow,Treptow - KÃ¶penick,Berlin,Berlin,12435,NULL,NULL,DE,Germany,52.49154,13.44906,4
37848851,f,"Berlin, Berlin, Germany",Alt-Treptow,Alt  Treptow,Treptow - KÃ¶penick,Berlin,Berlin,12435,NULL,NULL,DE,Germany,52.48951,13.45387,5
37558386,t,"Berlin, Berlin, Germany",Altglienicke,Altglienicke,Treptow - KÃ¶penick,Berlin,Berlin,12524,NULL,NULL,DE,Germany,52.41538,13.54733,1
37309360,f,"Berlin, Berlin, Germany",Altglienicke,Altglienicke,Treptow - KÃ¶penick,Berlin,Berlin,12524,NULL,NULL,DE,Germany,52.41245,13.53576,2
37057505,t,"Berlin, Berlin, Germany",Altglienicke,Altglienicke,Treptow - KÃ¶penick,Berlin,Berlin,12524,NULL,NULL,DE,Germany,52.40319,13.54319,3
31229924,f,"Berlin, Berlin, Germany",Altglienicke,Altglienicke,Treptow - KÃ¶penick,Berlin,Berlin,12524,NULL,NULL,DE,Germany,52.40017,13.52285,4
31122541,f,"Berlin, Berlin, Germany",Altglienicke,Altglienicke,Treptow - KÃ¶penick,Berlin,Berlin,12524,NULL,NULL,DE,Germany,52.39971,13.52424,5
38561036,f,"Amsterdam, North Holland, Netherlands",Amsterdam Centrum,Centrum-West,,Amsterdam,North Holland,,NULL,NULL,NL,Netherlands,52.36648,4.89433,1
38531529,f,"Amsterdam, North Holland, Netherlands",Amsterdam Centrum,Centrum-West,,Amsterdam,North Holland,,NULL,NULL,NL,Netherlands,52.36622,4.89559,2
38457953,f,"Amsterdam, Noord-Holland, Netherlands",Amsterdam Centrum,Centrum-West,,Amsterdam,Noord-Holland,1012 DM,NULL,NULL,NL,Netherlands,52.37376,4.89959,3
38453991,f,"Amsterdam, North Holland, Netherlands",Amsterdam Centrum,Centrum-West,,Amsterdam,North Holland,,NULL,NULL,NL,Netherlands,52.3677,4.89488,4
38452809,f,"Amsterdam, North Holland, Netherlands",Amsterdam Centrum,Centrum-West,,Amsterdam,North Holland,,NULL,NULL,NL,Netherlands,52.36636,4.89569,5
38808379,t,"Bordeaux, Nouvelle-Aquitaine, France",Bacalan,Bordeaux Maritime,Bordeaux,Bordeaux,Nouvelle-Aquitaine,33300,NULL,NULL,FR,France,44.86976,-0.55439,1
38676289,f,"Bordeaux, Nouvelle-Aquitaine, France",Bacalan,Bordeaux Maritime,Bordeaux,Bordeaux,Nouvelle-Aquitaine,33300,NULL,NULL,FR,France,44.87954,-0.55098,2
38545772,t,"Lormont, Nouvelle-Aquitaine, France",Bacalan,Lormont,Lormont,Lormont,Nouvelle-Aquitaine,33310,NULL,NULL,FR,France,44.87778,-0.53476,3
38415977,t,"Bordeaux, Nouvelle-Aquitaine, France",Bacalan,Bordeaux Maritime,Bordeaux,Bordeaux,Nouvelle-Aquitaine,33300,NULL,NULL,FR,France,44.86516,-0.55152,4
38403375,t,"Bordeaux, Nouvelle-Aquitaine, France",Bacalan,Bordeaux Maritime,Bordeaux,Bordeaux,Nouvelle-Aquitaine,33300,NULL,NULL,FR,France,44.8667,-0.55388,5
38224217,t,"Amsterdam, Noord-Holland, Netherlands",Banne Buiksloot,Noord-West,,Amsterdam,Noord-Holland,1034 ST,NULL,NULL,NL,Netherlands,52.41044,4.9161,1
37312091,t,"Amsterdam, Noord-Holland, Netherlands",Banne Buiksloot,Noord-West,,Amsterdam,Noord-Holland,1034 KE,NULL,NULL,NL,Netherlands,52.40564,4.91576,2
37262144,f,"Amsterdam, North Holland, Netherlands",Banne Buiksloot,Noord-West,,Amsterdam,North Holland,1034 BS,NULL,NULL,NL,Netherlands,52.40565,4.90951,3
37261496,f,"Amsterdam, Noord-Holland, Netherlands",Banne Buiksloot,Noord-West,,Amsterdam,Noord-Holland,1034 BS,NULL,NULL,NL,Netherlands,52.40556,4.90847,4
37208665,f,"Amsterdam, Noord-Holland, Netherlands",Banne Buiksloot,Noord-West,,Amsterdam,Noord-Holland,1034 KE,NULL,NULL,NL,Netherlands,52.40381,4.91423,5
38780206,t,"Bordeaux, Nouvelle-Aquitaine, France",Bastide,La Bastide,Bordeaux,Bordeaux,Nouvelle-Aquitaine,33100,NULL,NULL,FR,France,44.84773,-0.54725,1
38744169,t,"Bordeaux, Nouvelle-Aquitaine, France",Bastide,La Bastide,Bordeaux,Bordeaux,Nouvelle-Aquitaine,33100,NULL,NULL,FR,France,44.84257,-0.55732,2
38725748,t,"Bordeaux, Nouvelle-Aquitaine, France",Bastide,La Bastide,Bordeaux,Bordeaux,Nouvelle-Aquitaine,33100,NULL,NULL,FR,France,44.84909,-0.54893,3
38724928,t,"Bordeaux, Nouvelle-Aquitaine, France",Bastide,La Bastide,Bordeaux,Bordeaux,Nouvelle-Aquitaine,33100,NULL,NULL,FR,France,44.84896,-0.54752,4
38701514,f,"Bordeaux, Nouvelle-Aquitaine, France",Bastide,La Bastide,Bordeaux,Bordeaux,Nouvelle-Aquitaine,33100,NULL,NULL,FR,France,44.84147,-0.55167,5
38656956,t,"Berlin, Berlin, Germany",Baumschulenweg,Baumschulenweg,Treptow - KÃ¶penick,Berlin,Berlin,12437,NULL,NULL,DE,Germany,52.46468,13.48984,1
37169235,t,"Berlin, Berlin, Germany",Baumschulenweg,Baumschulenweg,Treptow - KÃ¶penick,Berlin,Berlin,12437,NULL,NULL,DE,Germany,52.46502,13.48771,2
37087005,t,"Berlin, Berlin, Germany",Baumschulenweg,Baumschulenweg,Treptow - KÃ¶penick,Berlin,Berlin,12437,NULL,NULL,DE,Germany,52.46156,13.48148,3
36965694,t,"Berlin, Berlin, Germany",Baumschulenweg,Baumschulenweg,Treptow - KÃ¶penick,Berlin,Berlin,12437,NULL,NULL,DE,Germany,52.46441,13.48369,4
36302536,t,"Berlin, Berlin, Germany",Baumschulenweg,Baumschulenweg,Treptow - KÃ¶penick,Berlin,Berlin,12437,NULL,NULL,DE,Germany,52.46905,13.49,5
38530643,t,"Berlin, Berlin, Germany",Biesdorf,Biesdorf,Marzahn - Hellersdorf,Berlin,Berlin,12683,NULL,NULL,DE,Germany,52.50285,13.57447,1
36294158,t,"Berlin, Berlin, Germany",Biesdorf,Biesdorf,Marzahn - Hellersdorf,Berlin,Berlin,12683,NULL,NULL,DE,Germany,52.49905,13.56059,2
34983828,t,"Berlin, Berlin, Germany",Biesdorf,Biesdorf,Marzahn - Hellersdorf,Berlin,Berlin,12683,NULL,NULL,DE,Germany,52.52694,13.55786,3
33732235,t,"Berlin, Berlin, Germany",Biesdorf,Biesdorf,Marzahn - Hellersdorf,Berlin,Berlin,12683,NULL,NULL,DE,Germany,52.50778,13.54497,4
33693955,t,"Berlin, Berlin, Germany",Biesdorf,Biesdorf,Marzahn - Hellersdorf,Berlin,Berlin,12683,NULL,NULL,DE,Germany,52.49434,13.55229,5
36466191,t,"Berlin, Berlin, Germany",Blankenburg,Blankenburg/Heinersdorf/MÃ¤rchenland,Pankow,Berlin,Berlin,13129,NULL,NULL,DE,Germany,52.5979,13.45231,1
36162514,f,"Berlin, Berlin, Germany",Blankenburg,Blankenburg/Heinersdorf/MÃ¤rchenland,Pankow,Berlin,Berlin,13129,NULL,NULL,DE,Germany,52.59099,13.47081,2
26546193,t,"Berlin, Berlin, Germany",Blankenburg,Blankenburg/Heinersdorf/MÃ¤rchenland,Pankow,Berlin,Berlin,13129,NULL,NULL,DE,Germany,52.6008,13.45037,3
22489018,t,"Berlin, Berlin, Germany",Blankenburg,Blankenburg/Heinersdorf/MÃ¤rchenland,Pankow,Berlin,Berlin,13129,NULL,NULL,DE,Germany,52.58816,13.4649,4
14259993,t,"Berlin, Berlin, Germany",Blankenburg,Blankenburg/Heinersdorf/MÃ¤rchenland,Pankow,Berlin,Berlin,13129,NULL,NULL,DE,Germany,52.59426,13.45537,5
38585015,f,"Berlin-Bohnsdorf, Germany",Bohnsdorf,Bohnsdorf,Treptow - KÃ¶penick,Berlin-Bohnsdorf,,12526,NULL,NULL,DE,Germany,52.39921,13.57714,1
34331966,t,"Berlin, Berlin, Germany",Bohnsdorf,Bohnsdorf,Treptow - KÃ¶penick,Berlin,Berlin,12526,NULL,NULL,DE,Germany,52.39926,13.54973,2
34083536,t,"Berlin, Berlin, Germany",Bohnsdorf,Bohnsdorf,Treptow - KÃ¶penick,Berlin,Berlin,12526,NULL,NULL,DE,Germany,52.40082,13.573,3
28333870,t,"Berlin, Berlin, Germany",Bohnsdorf,Bohnsdorf,Treptow - KÃ¶penick,Berlin,Berlin,12526,NULL,NULL,DE,Germany,52.40547,13.58171,4
27794196,t,"Berlin, Berlin, Germany",Bohnsdorf,Bohnsdorf,Treptow - KÃ¶penick,Berlin,Berlin,12526,NULL,NULL,DE,Germany,52.39313,13.57016,5
38591122,f,"Amsterdam, Noord-Holland, Netherlands",Bos en Lommer,Bos en Lommer,,Amsterdam,Noord-Holland,1061 BM,NULL,NULL,NL,Netherlands,52.378,4.83825,1
38519484,t,"Amsterdam, Noord-Holland, Netherlands",Bos en Lommer,Westerpark,,Amsterdam,Noord-Holland,1051 NZ,NULL,NULL,NL,Netherlands,52.38477,4.86725,2
38453110,t,"Amsterdam, Noord-Holland, Netherlands",Bos en Lommer,Bos en Lommer,,Amsterdam,Noord-Holland,1055,NULL,NULL,NL,Netherlands,52.37816,4.85346,3
38450377,f,"Amsterdam, Noord-Holland, Netherlands",Bos en Lommer,Bos en Lommer,,Amsterdam,Noord-Holland,1055 CH,NULL,NULL,NL,Netherlands,52.37859,4.85206,4
38376360,f,"Amsterdam, Netherlands",Bos en Lommer,Bos en Lommer,,Amsterdam,,1055aa,NULL,NULL,NL,Netherlands,52.37615,4.84602,5
38477732,f,"Berlin, Berlin, Germany",Britz,Britz,NeukÃ¶lln,Berlin,Berlin,12349,NULL,NULL,DE,Germany,52.42833,13.43557,1
38469027,t,"Berlin, Berlin, Germany",Britz,Britz,NeukÃ¶lln,Berlin,Berlin,12347,NULL,NULL,DE,Germany,52.45924,13.43554,2
38423365,t,"Berlin, Berlin, Germany",Britz,Britz,NeukÃ¶lln,Berlin,Berlin,12359,NULL,NULL,DE,Germany,52.45001,13.45342,3
38121756,f,"Berlin, Berlin, Germany",Britz,Britz,NeukÃ¶lln,Berlin,Berlin,12347,NULL,NULL,DE,Germany,52.45514,13.43798,4
37844521,f,"Berlin, Berlin, Germany",Britz,Britz,NeukÃ¶lln,Berlin,Berlin,12359,NULL,NULL,DE,Germany,52.4531,13.43979,5
30499973,t,"Berlin, Berlin, Germany",Buch,Buch,Pankow,Berlin,Berlin,13125,NULL,NULL,DE,Germany,52.62406,13.49617,1
26734810,f,"Berlin, Berlin, Germany",Buch,Buch,Pankow,Berlin,Berlin,13125,NULL,NULL,DE,Germany,52.63548,13.50082,2
12567634,t,"Berlin, Berlin, Germany",Buch,Buch,Pankow,Berlin,Berlin,13125,NULL,NULL,DE,Germany,52.64015,13.49344,3
6847300,t,"Berlin, Berlin, Germany",Buch,Buch,Pankow,Berlin,Berlin,13125,NULL,NULL,DE,Germany,52.65167,13.48974,4
5822783,t,"Berlin, Berlin, Germany",Buch,Buch,Pankow,Berlin,Berlin,13125,NULL,NULL,DE,Germany,52.64142,13.49012,5
37743950,t,"Berlin, Berlin, Germany",Buckow,Buckow,NeukÃ¶lln,Berlin,Berlin,12349,NULL,NULL,DE,Germany,52.42297,13.40744,1
35907109,t,"Berlin, Berlin, Germany",Buckow,Buckow,NeukÃ¶lln,Berlin,Berlin,12349,NULL,NULL,DE,Germany,52.41953,13.42506,2
35906942,t,"Berlin, Berlin, Germany",Buckow,Buckow,NeukÃ¶lln,Berlin,Berlin,12349,NULL,NULL,DE,Germany,52.41933,13.42485,3
35906439,t,"Berlin, Berlin, Germany",Buckow,Buckow,NeukÃ¶lln,Berlin,Berlin,12349,NULL,NULL,DE,Germany,52.42006,13.42375,4
35450522,t,"Berlin, Berlin, Germany",Buckow,Rudow,NeukÃ¶lln,Berlin,Berlin,12351,NULL,NULL,DE,Germany,52.43432,13.47171,5
38339700,t,"Amsterdam, Noord-Holland, Netherlands",Buiksloterham,Oud-Noord,,Amsterdam,Noord-Holland,1032,NULL,NULL,NL,Netherlands,52.39507,4.90409,1
38339642,t,"Amsterdam, Noord-Holland, Netherlands",Buiksloterham,Oud-Noord,,Amsterdam,Noord-Holland,1032,NULL,NULL,NL,Netherlands,52.39806,4.90439,2
37791366,t,"Amsterdam, Noord-Holland, Netherlands",Buiksloterham,Oud-Noord,,Amsterdam,Noord-Holland,1032,NULL,NULL,NL,Netherlands,52.39646,4.90369,3
36684541,f,"Amsterdam, Noord-Holland, Netherlands",Buiksloterham,Oud-Noord,,Amsterdam,Noord-Holland,1032LK,NULL,NULL,NL,Netherlands,52.39655,4.90705,4
36633645,f,"Amsterdam, North Holland, Netherlands",Buiksloterham,Oud-Noord,,Amsterdam,North Holland,1032 LN,NULL,NULL,NL,Netherlands,52.4006,4.9036,5
38155623,f,"Amsterdam, NH, Netherlands",Buikslotermeer,Noord-Oost,,Amsterdam,NH,1025 TE,NULL,NULL,NL,Netherlands,52.39808,4.93023,1
37614252,f,"Amsterdam , Netherlands",Buikslotermeer,Noord-Oost,,Amsterdam ,,1025ms,NULL,NULL,NL,Netherlands,52.4088,4.93144,2
36807363,t,"Amsterdam, Noord-Holland, Netherlands",Buikslotermeer,Noord-Oost,,Amsterdam,Noord-Holland,1025 EA,NULL,NULL,NL,Netherlands,52.40501,4.93962,3
36632513,f,"Amsterdam, North Holland, Netherlands",Buikslotermeer,Noord-Oost,,Amsterdam,North Holland,1027 AD,NULL,NULL,NL,Netherlands,52.41226,4.95323,4
36628264,f,"Amsterdam, North Holland, Netherlands",Buikslotermeer,Noord-Oost,,Amsterdam,North Holland,1027 AD,NULL,NULL,NL,Netherlands,52.41254,4.95278,5
38068955,f,"Amsterdam, Noord-Holland, Netherlands",Buitenveldert-Oost,Buitenveldert - Zuidas,,Amsterdam,Noord-Holland,1083,NULL,NULL,NL,Netherlands,52.32592,4.88504,1
37748130,t,"Amsterdam, Noord-Holland, Netherlands",Buitenveldert-Oost,Buitenveldert - Zuidas,,Amsterdam,Noord-Holland,1082 AC,NULL,NULL,NL,Netherlands,52.32386,4.88001,2
37264888,t,"Amsterdam, Noord-Holland, Netherlands",Buitenveldert-Oost,Buitenveldert - Zuidas,,Amsterdam,Noord-Holland,1083 CW,NULL,NULL,NL,Netherlands,52.32804,4.88556,3
36928848,f,"Amsterdam, North Holland, Netherlands",Buitenveldert-Oost,Buitenveldert - Zuidas,,Amsterdam,North Holland,1082 AC,NULL,NULL,NL,Netherlands,52.32313,4.87941,4
36828445,t,"Amsterdam, Noord-Holland, Netherlands",Buitenveldert-Oost,Buitenveldert - Zuidas,,Amsterdam,Noord-Holland,1083 AV,NULL,NULL,NL,Netherlands,52.32516,4.88463,5
38576040,t,"Amsterdam, Noord-Holland, Netherlands",Buitenveldert-West,Buitenveldert - Zuidas,,Amsterdam,Noord-Holland,1081 BW,NULL,NULL,NL,Netherlands,52.32458,4.86083,1
38336576,t,"Amsterdam, Noord-Holland, Netherlands",Buitenveldert-West,Buitenveldert - Zuidas,,Amsterdam,Noord-Holland,1082 SK,NULL,NULL,NL,Netherlands,52.33344,4.87152,2
37716092,t,"Amsterdam, Noord-Holland, Netherlands",Buitenveldert-West,Buitenveldert - Zuidas,,Amsterdam,Noord-Holland,1082 BV,NULL,NULL,NL,Netherlands,52.32629,4.8785,3
37667289,f,"Amsterdam, NH, Netherlands",Buitenveldert-West,Buitenveldert - Zuidas,,Amsterdam,NH,1082 TS,NULL,NULL,NL,Netherlands,52.33306,4.87663,4
37577632,t,"Amsterdam, Noord-Holland, Netherlands",Buitenveldert-West,Buitenveldert - Zuidas,,Amsterdam,Noord-Holland,1081 EA,NULL,NULL,NL,Netherlands,52.32532,4.85877,5
38876757,t,"Bordeaux, Nouvelle-Aquitaine, France",Capucins - Victoire,Bordeaux Sud,Bordeaux,Bordeaux,Nouvelle-Aquitaine,33800,NULL,NULL,FR,France,44.82907,-0.57083,1
38839135,f,"Bordeaux, Nouvelle-Aquitaine, France",Capucins - Victoire,Bordeaux Sud,Bordeaux,Bordeaux,Nouvelle-Aquitaine,33000,NULL,NULL,FR,France,44.83417,-0.57455,2
38795083,f,"Bordeaux, Nouvelle-Aquitaine, France",Capucins - Victoire,Bordeaux Sud,Bordeaux,Bordeaux,Nouvelle-Aquitaine,33800,NULL,NULL,FR,France,44.83398,-0.56754,3
38773578,t,"Bordeaux, Nouvelle-Aquitaine, France",Capucins - Victoire,Bordeaux Sud,Bordeaux,Bordeaux,Nouvelle-Aquitaine,33800,NULL,NULL,FR,France,44.82993,-0.56998,4
38713248,t,"Bordeaux, Nouvelle-Aquitaine, France",Capucins - Victoire,Bordeaux Sud,Bordeaux,Bordeaux,Nouvelle-Aquitaine,33000,NULL,NULL,FR,France,44.83403,-0.57206,5
38507525,t,"Le Bouscat, Nouvelle-Aquitaine, France",CaudÃ©ron,Le Bouscat,Le Bouscat,Le Bouscat,Nouvelle-Aquitaine,33110,NULL,NULL,FR,France,44.86072,-0.60076,1
38497122,f,"Le Bouscat, Nouvelle-Aquitaine, France",CaudÃ©ron,Caudran,Bordeaux,Le Bouscat,Nouvelle-Aquitaine,33110,NULL,NULL,FR,France,44.85823,-0.60705,2
38456741,t,"Bordeaux, Nouvelle-Aquitaine, France",CaudÃ©ron,Caudran,Bordeaux,Bordeaux,Nouvelle-Aquitaine,33200,NULL,NULL,FR,France,44.84834,-0.60478,3
38443464,f,"Bordeaux, Nouvelle-Aquitaine, France",CaudÃ©ron,Caudran,Bordeaux,Bordeaux,Nouvelle-Aquitaine,33200,NULL,NULL,FR,France,44.84152,-0.60086,4
38442560,t,"Bordeaux, Nouvelle-Aquitaine, France",CaudÃ©ron,Caudran,Bordeaux,Bordeaux,Nouvelle-Aquitaine,33200,NULL,NULL,FR,France,44.84339,-0.61398,5
38750265,t,"Bologna, Emilia-Romagna, Italy",Centocelle,Santo Stefano,,Bologna,Emilia-Romagna,40126,NULL,NULL,IT,Italy,44.50236,11.35184,1
38733887,t,"Bologna, Emilia-Romagna, Italy",Centocelle,Santo Stefano,,Bologna,Emilia-Romagna,40126,NULL,NULL,IT,Italy,44.49615,11.34895,2
38723493,t,"Berlin, Berlin, Germany",Charlottenburg,Otto-Suhr-Allee,Charlottenburg-Wilm.,Berlin,Berlin,10585,NULL,NULL,DE,Germany,52.51412,13.30627,1
38688687,t,"Berlin, Berlin, Germany",Charlottenburg,KantstraÃŸe,Charlottenburg-Wilm.,Berlin,Berlin,10625,NULL,NULL,DE,Germany,52.50639,13.31643,2
38686018,t,"Berlin, Berlin, Germany",Charlottenburg,SchloÃŸ Charlottenburg,Charlottenburg-Wilm.,Berlin,Berlin,14059,NULL,NULL,DE,Germany,52.51233,13.28909,3
38662272,t,"Berlin, Berlin, Germany",Charlottenburg,SchloÃŸ Charlottenburg,Charlottenburg-Wilm.,Berlin,Berlin,14059,NULL,NULL,DE,Germany,52.51162,13.28833,4
38635157,t,"Berlin, Berlin, Germany",Charlottenburg,KurfÃ¼rstendamm,Charlottenburg-Wilm.,Berlin,Berlin,10789,NULL,NULL,DE,Germany,52.50148,13.33721,5
36062993,t,"Berlin, Berlin, Germany",Charlottenburg-Nord,Charlottenburg Nord,Charlottenburg-Wilm.,Berlin,Berlin,13627,NULL,NULL,DE,Germany,52.5359,13.28128,1
33956498,f,"Berlin, Berlin, Germany",Charlottenburg-Nord,Charlottenburg Nord,Charlottenburg-Wilm.,Berlin,Berlin,13627,NULL,NULL,DE,Germany,52.5405,13.30334,2
33839226,f,"DE, Germany",Charlottenburg-Nord,Charlottenburg Nord,Charlottenburg-Wilm.,,,,NULL,NULL,DE,Germany,52.5401,13.30061,3
32659296,t,"Berlin, Berlin, Germany",Charlottenburg-Nord,Charlottenburg Nord,Charlottenburg-Wilm.,Berlin,Berlin,13627,NULL,NULL,DE,Germany,52.53962,13.29983,4
27709750,t,"Berlin, Berlin, Germany",Charlottenburg-Nord,Charlottenburg Nord,Charlottenburg-Wilm.,Berlin,Berlin,13627,NULL,NULL,DE,Germany,52.53898,13.28195,5
38861086,t,"Bordeaux, Nouvelle-Aquitaine, France",Chartrons,Bordeaux Maritime,Bordeaux,Bordeaux,Nouvelle-Aquitaine,33300,NULL,NULL,FR,France,44.86374,-0.56009,1
38835203,t,"Bordeaux, Nouvelle-Aquitaine, France",Chartrons,Bordeaux Maritime,Bordeaux,Bordeaux,Nouvelle-Aquitaine,33300,NULL,NULL,FR,France,44.86423,-0.56183,2
38753458,t,"Bordeaux, Nouvelle-Aquitaine, France",Chartrons,Chartrons - Grand Parc - Jardin Public,Bordeaux,Bordeaux,Nouvelle-Aquitaine,33000,NULL,NULL,FR,France,44.84976,-0.57158,3
38716034,t,"Bordeaux, Nouvelle-Aquitaine, France",Chartrons,Chartrons - Grand Parc - Jardin Public,Bordeaux,Bordeaux,Nouvelle-Aquitaine,33000,NULL,NULL,FR,France,44.84971,-0.57244,4
38716031,t,"Bordeaux, Nouvelle-Aquitaine, France",Chartrons,Chartrons - Grand Parc - Jardin Public,Bordeaux,Bordeaux,Nouvelle-Aquitaine,33000,NULL,NULL,FR,France,44.8515,-0.57103,5
38644776,t,"Berlin, Berlin, Germany",Dahlem,Zehlendorf  Nord,Steglitz - Zehlendorf,Berlin,Berlin,14195,NULL,NULL,DE,Germany,52.46253,13.28295,1
38345559,t,"Berlin, Berlin, Germany",Dahlem,Zehlendorf  Nord,Steglitz - Zehlendorf,Berlin,Berlin,14195,NULL,NULL,DE,Germany,52.44953,13.27578,2
35970527,t,"Berlin, Berlin, Germany",Dahlem,Zehlendorf  Nord,Steglitz - Zehlendorf,Berlin,Berlin,14195,NULL,NULL,DE,Germany,52.45065,13.29347,3
35230530,t,"Berlin, Berlin, Germany",Dahlem,Zehlendorf  Nord,Steglitz - Zehlendorf,Berlin,Berlin,14195,NULL,NULL,DE,Germany,52.45232,13.27271,4
33846826,f,"Berlin, Berlin, Germany",Dahlem,Zehlendorf  Nord,Steglitz - Zehlendorf,Berlin,Berlin,,NULL,NULL,DE,Germany,52.46468,13.29272,5
38593517,t,"Amsterdam, Noord-Holland, Netherlands",De Pijp,De Pijp - Rivierenbuurt,,Amsterdam,Noord-Holland,1072 EZ,NULL,NULL,NL,Netherlands,52.35249,4.891,1
38560970,t,"Amsterdam, Noord-Holland, Netherlands",De Pijp,De Pijp - Rivierenbuurt,,Amsterdam,Noord-Holland,1074 TZ,NULL,NULL,NL,Netherlands,52.35182,4.90615,2
38459144,f,"Amsterdam, Noord-Holland, Netherlands",De Pijp,De Pijp - Rivierenbuurt,,Amsterdam,Noord-Holland,1072 EL,NULL,NULL,NL,Netherlands,52.35501,4.88752,3
38120784,t,"Amsterdam, Noord-Holland, Netherlands",De Pijp,De Pijp - Rivierenbuurt,,Amsterdam,Noord-Holland,1074 BB,NULL,NULL,NL,Netherlands,52.35859,4.90314,4
38091248,t,"Amsterdam, Noord-Holland, Netherlands",De Pijp,De Pijp - Rivierenbuurt,,Amsterdam,Noord-Holland,1074 AA,NULL,NULL,NL,Netherlands,52.35733,4.9005,5
38532844,f,"Amsterdam, North Holland, Netherlands",De Wallen,Centrum-West,,Amsterdam,North Holland,,NULL,NULL,NL,Netherlands,52.36786,4.89407,1
37895115,f,"Amsterdam, Noord-Holland, Netherlands",De Wallen,Centrum-West,,Amsterdam,Noord-Holland,1012 CE,NULL,NULL,NL,Netherlands,52.37205,4.89679,2
37791516,t,"Amsterdam, Noord-Holland, Netherlands",De Wallen,Centrum-West,,Amsterdam,Noord-Holland,1012 JV,NULL,NULL,NL,Netherlands,52.3754,4.89736,3
37761691,f,"Amsterdam, Noord-Holland, Netherlands",De Wallen,Centrum-West,,Amsterdam,Noord-Holland,1012 GP,NULL,NULL,NL,Netherlands,52.37408,4.89933,4
