id,list_id,listing_url,scrape_id,last_scraped,require_guest_profile_picture,require_guest_phone_verification,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,host_id,neighbourhood_id,url_id,location_id,property_id,avail_id,review_score_id,house_rules,interaction,access,name,summary,space,experiences_offered,notes,transit,description,Rank
35471319,35471319,https://www.airbnb.com/rooms/35471319,35471319,19-09-2019,f,f,1,1,0,0,0,24281157,35471319,35471319,35471319,35471319,35471319,35471319,Keine Schuhe im Haus. Keine Parties. FÃ¼r 2-3 erwachsene und fÃ¼r 1-5 Kinder. Mehr als drei erwachsene eher ungÃ¼nstig.,Ãœber Whats App erreichbar.,,Reihenhaus in ruhigem Viertel im Berliner SÃ¼den,"Es ist ein Reihenhaus, in dem wir mit unseren drei Kindern wohnen. Daher ist es familientauglich. Mit Garten. Die Nachbarschaft ist ruhig. Es gibt eine gute Anbindung zur S Bahn Marienfelde. 20 Minuten bis ins Stadtzentrum. Es gibt zwei Kinderzimmer und zwei Schlafzimmer.",,none,,S2 Marienfelde knapp 10 Minuten zu FuÃŸ vom Haus. Dann 15 Minuten bis ins Stadtzentrum.,"Es ist ein Reihenhaus, in dem wir mit unseren drei Kindern wohnen. Daher ist es familientauglich. Mit Garten. Die Nachbarschaft ist ruhig. Es gibt eine gute Anbindung zur S Bahn Marienfelde. 20 Minuten bis ins Stadtzentrum. Es gibt zwei Kinderzimmer und zwei Schlafzimmer. Ãœber Whats App erreichbar. Nette Nachbarn. Viel Ruhe. Und doch schnell in der Stadt. Das macht es aus hier zu sein. S2 Marienfelde knapp 10 Minuten zu FuÃŸ vom Haus. Dann 15 Minuten bis ins Stadtzentrum.",1
35535525,35535525,https://www.airbnb.com/rooms/35535525,35535525,19-09-2019,f,f,1,1,0,0,1,240236791,35535525,35535525,35535525,35535525,35535525,35535525,,That's up to the guest:),,Home sweet Home,,,none,,Public parking streetside possible,That's up to the guest:) Public parking streetside possible,1
35537043,35537043,https://www.airbnb.com/rooms/35537043,35537043,19-09-2019,f,f,1,0,1,0,4,170145988,35537043,35537043,35537043,35537043,35537043,35537043,,Ich kann euch viele Tipps geben von Kunst und Musik sowie Design,Es gibt einen eigenen Eingang,"Berlin am Meer, the real Berlin","Du willst das echte Berlin kennenlernen? Vergiss Kreuzberg, das ist Disneyland. Sei Gast bei auÃŸergewÃ¶hnlichen, weltoffenen Menschen in einer denkmalgeschÃ¼tzten Stadtvilla direkt an der Havel. Der alten Kommendantur von Eiswerder. Die Wohnung hat insgesamt 280m2. Ihr kÃ¶nnt mit maximal 4 Personen 2 Zimmer anmieten, welche einen eigenen Eingang haben, Bad und KÃ¼che sind geteilt. Ihr kÃ¶nnt auch den riesigen Garten genieÃŸen und die wunderschÃ¶ne Gegend. In 20 min ist man mit dem regio am Alex.","2 Zimmer mit ca 70m2 stehen zu deiner VerfÃ¼gung, die riesen KÃ¼che und das Bad sind geteilt, es hat Dusche, Badewanne und Toilette und es gibt noch eine extra Toilette",none,"Close by you can rent different boots, from paddle or pedal boot to houseboats, sportboots. Old city for shopping, different good restaurants and an amazing historic architecture.",U und sbahn Rathaus Spandau,"Du willst das echte Berlin kennenlernen? Vergiss Kreuzberg, das ist Disneyland. Sei Gast bei auÃŸergewÃ¶hnlichen, weltoffenen Menschen in einer denkmalgeschÃ¼tzten Stadtvilla direkt an der Havel. Der alten Kommendantur von Eiswerder. Die Wohnung hat insgesamt 280m2. Ihr kÃ¶nnt mit maximal 4 Personen 2 Zimmer anmieten, welche einen eigenen Eingang haben, Bad und KÃ¼che sind geteilt. Ihr kÃ¶nnt auch den riesigen Garten genieÃŸen und die wunderschÃ¶ne Gegend. In 20 min ist man mit dem regio am Alex. 2 Zimmer mit ca 70m2 stehen zu deiner VerfÃ¼gung, die riesen KÃ¼che und das Bad sind geteilt, es hat Dusche, Badewanne und Toilette und es gibt noch eine extra Toilette Es gibt einen eigenen Eingang Ich kann euch viele Tipps geben von Kunst und Musik sowie Design We moved in spring after 30 years in kreuzberg in this amazing place. And we love it. The energy is amazing, relaxed people it feels like the good old Berlin 30 years ago  and a new playground for the culture as well because here is enough spac",1
35541559,35541559,https://www.airbnb.com/rooms/35541559,35541559,19-09-2019,f,f,3,0,3,0,3,267400172,35541559,35541559,35541559,35541559,35541559,35541559,Filesharing ist verboten und Beusch nur nach Absprache mitzubringen. Behandel alle Sachen gut und respektvoll dann passt alles. Check-In nach Absprache Checkout bis 11.00,,"Bad, Flur, KÃ¼che und GÃ¤stezimmer.",OurplaceinBerlin BERLIN ROOM,"I offer 2 guest rooms for tourists and everyone else and like to do this very much. A private sink is available in the guest room at the 1.OG with a sloping ceiling. The bathroom and kitchen is shared. File sharing is banned and illegal things on the internet. In the garden and in the entrance area I have security cameras designed to provide security. There are none in the guest living area. A 5% CityTax is charged on the accommodation, which is payable.  Example Â£1am at Â£20","Das Ambiente aus bunt, modern und alt. Viele bunte Lichteffekte",none,Rauchen ausserhalb des Hauses im Garten.,Wir sind gut mit den Ã¶ffentlichen Verkehrsmitteln zu erreichen,"I offer 2 guest rooms for tourists and everyone else and like to do this very much. A private sink is available in the guest room at the 1.OG with a sloping ceiling. The bathroom and kitchen is shared. File sharing is banned and illegal things on the internet. In the garden and in the entrance area I have security cameras designed to provide security. There are none in the guest living area. A 5% CityTax is charged on the accommodation, which is payable.  Example Â£1am at Â£20",1
35556273,35556273,https://www.airbnb.com/rooms/35556273,35556273,19-09-2019,f,f,1,0,1,0,5,43738985,35556273,35556273,35556273,35556273,35556273,35556273,"1) Rauchen nur auf dem Balkon!  2) Du darfst keine Angst vor unserer kleinen French Bulldog haben :-) 3) Kommst Ihr zu dritt (Kleinkind) bitte 3 Personen eingeben, da wir in diesem Falle ein kleine ExtragebÃ¼hr erheben!","Wenn immer Du/ Ihr unsere Hilfe oder Tipps benÃ¶tigt, sind wir gerne zur Stelle!",Unsere WohnkÃ¼che mit vollausgestatteter KÃ¼che und Wohnzimmer sowie Essecke teilen wir sehr gerne mit Dir/ Euch!,Urlaubsflair in Berlin,"!!!Die dritte Person kann nur ein Kleinkind <6J. sein!!! Das Zimmer ist 11 qm2 gross und hat einen direkten Zugang zum Balkon. Es liegt direkt neben der grossen WohnkÃ¼che, in der Ihr gerne kochen und mit uns den Tag/ Abend geniessen kÃ¶nnt.  Das Mehrfamilienhaus liegt direkt an der Havel. Die Spandauer Arcaden mit U-/ S-Bahnanschluss sind mit dem Bus oder Auto schnell zu erreichen; oder Ihr spaziert circa 2,5 km entlang der Havel, um diese Station zu errreichen.  FahrrÃ¤der kÃ¶nnen gemietet werden.","Wir haben einen kleinen Hund - Rita (franzÃ¶sische Bulldogge). Die FahrrÃ¤der stellen wir Dir/ Euch gegen eine kleine GebÃ¼hr zur VerfÃ¼gung. Wir haben einen Netflix Account, den Du/ Ihr gerne nutzen kÃ¶nnt. Rauchen bitte nur auf dem Balkon. Solltest Du/ Solltet Ihr mit dem Auto anreisen, befinden sich vor dem Haus kostenlose ParkplÃ¤tze. Eine Badstelle liegt direkt hinter dem Haus (siehe Bilder - 20m).",none,Und nochmals zur Info: wir haben eine kleine franzÃ¶sische Bulldogge namens Rita!,"Von unserer Wohnung erreicht man (2,5 km) die U-/ S-Bahn Station Rathaus Standau. Von hier bis Du in 25 min in Kern von Berlin oder fÃ¤hrst nach POTSDAM.  Der Flughafen TEGEL ist schnell zu erreichen und wirkt sich ab und an auf die UmgebungslautstÃ¤rke aus.","!!!Die dritte Person kann nur ein Kleinkind <6J. sein!!! Das Zimmer ist 11 qm2 gross und hat einen direkten Zugang zum Balkon. Es liegt direkt neben der grossen WohnkÃ¼che, in der Ihr gerne kochen und mit uns den Tag/ Abend geniessen kÃ¶nnt.  Das Mehrfamilienhaus liegt direkt an der Havel. Die Spandauer Arcaden mit U-/ S-Bahnanschluss sind mit dem Bus oder Auto schnell zu erreichen; oder Ihr spaziert circa 2,5 km entlang der Havel, um diese Station zu errreichen.  FahrrÃ¤der kÃ¶nnen gemietet werden. Wir haben einen kleinen Hund - Rita (franzÃ¶sische Bulldogge). Die FahrrÃ¤der stellen wir Dir/ Euch gegen eine kleine GebÃ¼hr zur VerfÃ¼gung. Wir haben einen Netflix Account, den Du/ Ihr gerne nutzen kÃ¶nnt. Rauchen bitte nur auf dem Balkon. Solltest Du/ Solltet Ihr mit dem Auto anreisen, befinden sich vor dem Haus kostenlose ParkplÃ¤tze. Eine Badstelle liegt direkt hinter dem Haus (siehe Bilder - 20m). Unsere WohnkÃ¼che mit vollausgestatteter KÃ¼che und Wohnzimmer sowie Essecke teilen wir sehr gerne m",1
35567275,35567275,https://www.airbnb.com/rooms/35567275,35567275,19-09-2019,f,f,3,0,3,0,4,267400172,35567275,35567275,35567275,35567275,35567275,35567275,,,"Bad, KÃ¼che, Flur, Garten und GÃ¤stezimmer.",OurplaceinBerlin NEW YORK ROOM,Garten- und Eingangsbereich sind dauer vÃ­deoÃ¼berwacht.,,none,,,"Garten- und Eingangsbereich sind dauer vÃ­deoÃ¼berwacht. Bad, KÃ¼che, Flur, Garten und GÃ¤stezimmer.",1
35573608,35573608,https://www.airbnb.com/rooms/35573608,35573608,19-09-2019,f,f,1,0,0,1,2,88732718,35573608,35573608,35573608,35573608,35573608,35573608,"cleanliness, quietness and respect to the host are key rules and expectations.   Trash should be separated",I enjoy interacting with my guests to have meaningful conversations.,,"Travelers' Comfort Spot in Old town, Berlin","An ideal shared bedroom for solo travelers. The second guest or couples are welcome as the bed is queen bed if couples are fine to share the room with the host. Features: 15 mins from Tegel, 30 mins drive to Central Bus Station (ZOB) or Alexplatz (downtown), S+U Bahn Rathaus Spandau 2 mins walking. Groceries, cafes, Spandau Arcaden mall are all on the corner. Safe neighborhood in the oldest part of the city.  My expectation is to follow the house rules: cleanliness, quietness, no smoking.",,none,,"S 9 an (Website hidden by Airbnb) mins walk) take you to Alexanderplatz in 17 mins, and U7 (2 mins walk) goes all the way to Neukoelln.","An ideal shared bedroom for solo travelers. The second guest or couples are welcome as the bed is queen bed if couples are fine to share the room with the host. Features: 15 mins from Tegel, 30 mins drive to Central Bus Station (ZOB) or Alexplatz (downtown), S+U Bahn Rathaus Spandau 2 mins walking. Groceries, cafes, Spandau Arcaden mall are all on the corner. Safe neighborhood in the oldest part of the city.  My expectation is to follow the house rules: cleanliness, quietness, no smoking. I enjoy interacting with my guests to have meaningful conversations. The neighboorhood is super chill and full of markets, cafes, restaurants, and the shopping mall is 2 mins walk. S 9 an (Website hidden by Airbnb) mins walk) take you to Alexanderplatz in 17 mins, and U7 (2 mins walk) goes all the way to Neukoelln.",1
35641582,35641582,https://www.airbnb.com/rooms/35641582,35641582,19-09-2019,f,f,1,1,0,0,1,107792218,35641582,35641582,35641582,35641582,35641582,35641582,Kein LÃ¤rm!,,,Im Osten geht die Sonne auf!,,,none,,,,1
35647960,35647960,https://www.airbnb.com/rooms/35647960,35647960,14-09-2019,f,f,2,2,0,0,0,96180760,35647960,35647960,35647960,35647960,35647960,35647960,"- Uploaded government ID!  - Recent reviews - Full Family name, email address and phone.  - No groups under 25 years of age - No partying/inviting extra guests/having friends stay over. - No smoking.  - No sleeping on the sofa. - Leave our apartment clean and tidy.","You can text through airbnb, email or call. If possible we always aim to respond within a couple of hours.",You'have the entire apartment for yourself.,"Central, Room/flat in modern spacious apartment","Delightful modern and sunny apartment right in the heart of Amsterdam. Centrally located, very quiet, modern, topfloor 2-bdrm apartment (110 m2) . With elevator and canal view. Perfect for couples or max. 4 guests who don't like stairs.","Our apartment is located 5 minutes away from Central Station by tram. It is modern, spacious and bright, with elevator and stunningviews. The living is south-east facing with windows over the entire length of the living room. It overlooks a spacious green inside garden and a quiet canal. Apart from a modern living with a great sofa, our home offers two large noise free bedrooms, one with a luxurious king-size and a second bedroom with a double sofa-bed and in addition extra high sleeper. Our bathroom with two mirrors and and two washing tables has an  incredible lush shower that you do not want to get out of. The appartement is modern and setup in Feng shui style and is superclean. We offer full amenities, washing machine and dryer, a dishwasher, flatscreen with extra, apps, TV channels, netflix, football (soccer) and F1 channels and wifi high speed internet.  We will be elsewhere during your stay. Location: - 2 minutes from the old town center  - 2m fun bike rental  for eur 15/day. - ",none,"You can text through airbnb, email or call, we always aim to respond within an hour.","You can easily cycle everywhere from this wonderful location, but if you're not in the mood to cycle, there is tram stop Rietlanden just 50 meters from our apartment. From here, you can take Tram 7 towards the Pipe/Museum area (10 minutes) or Tram 26 towards Central Station (5 minutes).  If you arrive by car, a P&P is just 1 stop by tram ahead, or we can include garage parking under our apartment building for an additional fee.","Delightful modern and sunny apartment right in the heart of Amsterdam. Centrally located, very quiet, modern, topfloor 2-bdrm apartment (110 m2) . With elevator and canal view. Perfect for couples or max. 4 guests who don't like stairs. Our apartment is located 5 minutes away from Central Station by tram. It is modern, spacious and bright, with elevator and stunningviews. The living is south-east facing with windows over the entire length of the living room. It overlooks a spacious green inside garden and a quiet canal. Apart from a modern living with a great sofa, our home offers two large noise free bedrooms, one with a luxurious king-size and a second bedroom with a double sofa-bed and in addition extra high sleeper. Our bathroom with two mirrors and and two washing tables has an  incredible lush shower that you do not want to get out of. The appartement is modern and setup in Feng shui style and is superclean. We offer full amenities, washing machine and dryer, a dishwasher, flatsc",1
35662871,35662871,https://www.airbnb.com/rooms/35662871,35662871,14-09-2019,f,f,1,0,1,0,0,73717503,35662871,35662871,35662871,35662871,35662871,35662871,,Me and my girlfriend are busy people so we are away a lot. If you want recommendations about where to go or what is there to do let us know and we can have some fun recommendations for you. We know the area and city extensively!,"We share 3 bathrooms, two separate toilets and a shower. You can make use of the kitchen, there is a shelf for you in the fridge and a cupboard  for you. We have a super friendly cat and we will not let him in your room, but if you want you can let him in. We have wifi and if needed you can make us of the washing machine",Stylish Room with balcony next Vondel/museumplein,"Would you like to experience Amsterdam on your terms? This room is perfectly located in the old south part of amsterdam. Vondelpark or Museumplein both within 5 minute walking distance. This Room is close to the city centre while still being super quiet at night.   The room itself is part of a 6 bedroom apartment. My girlfriend , I and our Cat live here. The bus( #397) to &  from Schiphol Airport stops a 5 min walk from the apartment.","It is a light spacious room with a private balcony (you can smoke here). It also has two built in closets, and a small writing desk and a comfortable bed with black out curtains.",none,We live on the third floor and fourth floor so you have to walk some stairs. There is a chair elevator so if you think you might need that please send me a message and we can arrange that.,The best way to get around Amsterdam is to do like the dutch and rent a bike. You will be able to see and go everywhere on your pace. There are a number of bike rental places in the area.,"Would you like to experience Amsterdam on your terms? This room is perfectly located in the old south part of amsterdam. Vondelpark or Museumplein both within 5 minute walking distance. This Room is close to the city centre while still being super quiet at night.   The room itself is part of a 6 bedroom apartment. My girlfriend , I and our Cat live here. The bus( #397) to &  from Schiphol Airport stops a 5 min walk from the apartment. It is a light spacious room with a private balcony (you can smoke here). It also has two built in closets, and a small writing desk and a comfortable bed with black out curtains. We share 3 bathrooms, two separate toilets and a shower. You can make use of the kitchen, there is a shelf for you in the fridge and a cupboard  for you. We have a super friendly cat and we will not let him in your room, but if you want you can let him in. We have wifi and if needed you can make us of the washing machine Me and my girlfriend are busy people so we are away a lot. ",1
35665106,35665106,https://www.airbnb.com/rooms/35665106,35665106,19-09-2019,f,f,1,1,0,0,4,268301912,35665106,35665106,35665106,35665106,35665106,35665106,"Wir bitten Sie den Schlafbereich nicht mit StraÃŸenschuhen zu betreten. Bitte schlieÃŸen Sie beim Verlassen der Wohnung immer die Fenster zur Sicherheit vor Einbrechern. AuÃŸerdem kann es im Falle von RegenfÃ¤llen zu erheblichen WasserschÃ¤den kommen, wenn die Dachfenster offen stehen.",FÃ¼r Ihre Fragen stehen wir Ihnen gerne jederzeit zur VerfÃ¼gung. Die Gastgeber bewohnen das Erdgeschoss.,"Es handelt sich um eine abgeschlossene Wohnung, die nur von den GÃ¤sten genutzt wird.",Neue moderne Ferienwohnung in Berlin Lichtenrade,"Die Ferienwohnung im SÃ¼den von Berlin  verfÃ¼gt Ã¼ber eine komplett ausgestattete KÃ¼che mit einem kleinen Essbereich.  Der Wohnbereich schlieÃŸt sich direkt an die KÃ¼che an und ist mit einem Fernseher und Schlafsofa eingerichtet. Der Schlafbereich im Spitzboden ist Ã¼ber eine Raumspartreppe zu erreichen. Das Doppelbett steht direkt unter zwei Dachfenstern, die den Blick auf den Sternenhimmel Ã¼ber Berlin erÃ¶ffnen. Das kleine Badezimmer verfÃ¼gt Ã¼ber Waschbecken, WC und eine ebenerdige Dusche.","Die Ferienwohnung wurde bis Juni 2019 vollstÃ¤ndig saniert. Das Ferienappartement verfÃ¼gt Ã¼ber einen Wohn- und Essbereich mit einer KÃ¼che, Bad mit Dusche und separatem Schlafbereich im Spitzboden. Der Schlafbereich ist Ã¼ber eine Raumspartreppe zu erreichen. Maximal 3 Erwachsene haben in der Ferienwohnung Platz zum Schlafen. Eine komplette KÃ¼chenausstattung, sowie BettwÃ¤sche, HandtÃ¼cher und FÃ¶n sind vorhanden.",none,"FahrrÃ¤der stehen gegen eine Kaution in HÃ¶he von 75,- â‚¬ zur VerfÃ¼gung, um die Stadt zu erkunden oder die Ã¶ffentlichen Verkehrsmittel bequem zu erreichen.","Sie erreichen in ca. 10 Gehminuten den S-Bahnhof Lichtenrade. Von dort aus benÃ¶tigt man ca. 20 Minuten ins Zentrum von Berlin.  Des Weiteren befinden sich in unmittelbarer NÃ¤he mehrere Bushaltestellen. Mit den Bussen M76 oder X76 benÃ¶tigt man ca. 15 Minuten zur U-Bahnlinie 6 welche ebenfalls direkt in Zentrum fÃ¤hrt. Der Flughafen Berlin/SchÃ¶nefeld ist in ca. 15 Minuten mit dem Auto zu erreichen. Die Entfernung betrÃ¤gt ca. 20 Kilometer. Eine Taxifahrt zum Flughafen SchÃ¶nefeld kostet zwischen 25,- â‚¬ und 35,- â‚¬. Zum schnellen und bequemen Erreichen der Haltestellen oder dem Erkunden der Stadt, stehen Ihnen kostenlos FahrrÃ¤der zur VerfÃ¼gung. Es muss pro Fahrrad lediglich eine Kaution von 50,- â‚¬ hinterlegt werden. Die FahrrÃ¤der kÃ¶nnen an der Haltestelle angeschlossen werden. Die Mitnahme von FahrrÃ¤dern in U- und S-Bahn ist gestattet.","Die Ferienwohnung im SÃ¼den von Berlin  verfÃ¼gt Ã¼ber eine komplett ausgestattete KÃ¼che mit einem kleinen Essbereich.  Der Wohnbereich schlieÃŸt sich direkt an die KÃ¼che an und ist mit einem Fernseher und Schlafsofa eingerichtet. Der Schlafbereich im Spitzboden ist Ã¼ber eine Raumspartreppe zu erreichen. Das Doppelbett steht direkt unter zwei Dachfenstern, die den Blick auf den Sternenhimmel Ã¼ber Berlin erÃ¶ffnen. Das kleine Badezimmer verfÃ¼gt Ã¼ber Waschbecken, WC und eine ebenerdige Dusche. Die Ferienwohnung wurde bis Juni 2019 vollstÃ¤ndig saniert. Das Ferienappartement verfÃ¼gt Ã¼ber einen Wohn- und Essbereich mit einer KÃ¼che, Bad mit Dusche und separatem Schlafbereich im Spitzboden. Der Schlafbereich ist Ã¼ber eine Raumspartreppe zu erreichen. Maximal 3 Erwachsene haben in der Ferienwohnung Platz zum Schlafen. Eine komplette KÃ¼chenausstattung, sowie BettwÃ¤sche, HandtÃ¼cher und FÃ¶n sind vorhanden. Es handelt sich um eine abgeschlossene Wohnung, die nur von den GÃ¤sten genutzt wird. FÃ¼r Ihre Fr",1
35675026,35675026,https://www.airbnb.com/rooms/35675026,35675026,14-09-2019,f,f,2,1,1,0,1,72616597,35675026,35675026,35675026,35675026,35675026,35675026,,You can always contact if you have any questions,You can use the whole apartment,Comfortable apartment close to city center,"The apartment lies close to central station, so within a short walk of 15 minutes you are in the centre of Amsterdam! It's is located on walking distance of Central Station, so public transport is no problem. Interior is modern and offers all you need for a comfortable stay for a couple. Bedroom has a comfortable bed and there is a modern bathroom. We are always willing to help you to give you a good time in Amsterdam!","The apartment is perfect for couples, single travellers, backpackers and business travellers. The neighbourhood is modern and quiet, while you are close to the city center. The apartment itself is very comfortable and luxury.",none,"We have a cute cat, Phnom.",You can take tram 26 from central station and get out at station Rietlandpark,"The apartment lies close to central station, so within a short walk of 15 minutes you are in the centre of Amsterdam! It's is located on walking distance of Central Station, so public transport is no problem. Interior is modern and offers all you need for a comfortable stay for a couple. Bedroom has a comfortable bed and there is a modern bathroom. We are always willing to help you to give you a good time in Amsterdam! The apartment is perfect for couples, single travellers, backpackers and business travellers. The neighbourhood is modern and quiet, while you are close to the city center. The apartment itself is very comfortable and luxury. You can use the whole apartment You can always contact if you have any questions You can take tram 26 from central station and get out at station Rietlandpark We have a cute cat, Phnom.",1
35730968,35730968,https://www.airbnb.com/rooms/35730968,35730968,19-09-2019,f,f,1,1,0,0,1,255694167,35730968,35730968,35730968,35730968,35730968,35730968,,I am all available to make the host have a nice stay and be at home till the end of his stay,Everything and every part of the apartment is accessible to the host for his stay,Comfort et calme,There is a big living room with a smart tv and the tv is accessible to YouTube Availability of WiFi for you entire stay  Kitchen available with kitchen utensils  One bath room  Dining table available  Washing machine available  Big sofa available in the living room that some host can also use it to sleep  Big room with a large bed available for at lease 3 host  A corridor available,The appartement belongs to the host from the day of his arrival till the day of his departure,none,,5 minutes bus to bus stop  And 30 minutes in bus to reach at downtown Berlin,There is a big living room with a smart tv and the tv is accessible to YouTube Availability of WiFi for you entire stay  Kitchen available with kitchen utensils  One bath room  Dining table available  Washing machine available  Big sofa available in the living room that some host can also use it to sleep  Big room with a large bed available for at lease 3 host  A corridor available The appartement belongs to the host from the day of his arrival till the day of his departure Everything and every part of the apartment is accessible to the host for his stay I am all available to make the host have a nice stay and be at home till the end of his stay The place is very calm 5 minutes bus to bus stop  And 30 minutes in bus to reach at downtown Berlin,1
35732004,35732004,https://www.airbnb.com/rooms/35732004,35732004,19-09-2019,f,f,1,0,0,1,0,248142937,35732004,35732004,35732004,35732004,35732004,35732004,,Iâ€™m living in the apartment.,"Bathroom, kitchen, living room, balcony.",Welcome,,,none,,,"Bathroom, kitchen, living room, balcony. Iâ€™m living in the apartment.",1
35750290,35750290,https://www.airbnb.com/rooms/35750290,35750290,19-09-2019,f,f,1,1,0,0,4,23015257,35750290,35750290,35750290,35750290,35750290,35750290,,,,Romantische Finka am Wasser mit Kanu + FahrrÃ¤dern,"Erleben Sie Neu-Venedig in Berlin: Einen auÃŸergewÃ¶hnlichen Ort und eines der bestgehÃ¼teten Geheimnisse! Sie mieten einen einzigartigen Bungalow mit eigenem, wunderschÃ¶n eingewachsenen GrundstÃ¼ck, privatem Wasserzugang & viel Platz: Garten, Feuerstelle, Terrasse, Strandkorb, Gas-Grill, 2 FahrrÃ¤der und ein 2er-Kanu! Bus in Laufweite, welcher schnell bei der S-Bahn ist.","Der 36qm groÃŸe Bungalow befindet sich auf einem 500qm groÃŸen GrundstÃ¼ck und wurde massiv erbaut, deshalb werden Sie nachts auch nicht von GerÃ¤uschen gestÃ¶rt (falls Ã¼berhaupt :)) und kÃ¶nnen ruhig schlafen; in heiÃŸen SommernÃ¤chten bleibt das Haus angenehm kÃ¼hl von innen. GenieÃŸen Sie die heimelige AtmosphÃ¤re in einem individuellen, hochwertigen Ambiente mit Designer MÃ¶belstÃ¼cken, einem Flat-Screen mit SAT-Empfang, DVD- Player mit DVDs, einer X-Box mit diversen Spielen, etc. In der gut ausgestatteten KÃ¼chenzeile besteht die MÃ¶glichkeit zu kochen: 2-Plattenherd, Mikrowelle, KÃ¼hlschrank, Toaster und ein Wasserkocher stehen zur VerfÃ¼gung . Eine Dusche und eine Toilette finden Sie im separaten Badezimmer. Das groÃŸe, komfortable (Rolf-Benz) Schlafsofa passt ausgezeichnet fÃ¼r 2 Personen und bietet Ihnen einen hervorragenden Liegekomfort. Damit Sie auch bei offenem Fenster ungestÃ¶rt schlafen kÃ¶nnen, schÃ¼tzt Sie rundum ein groÃŸes Moskitonetz vor kleinen Plagegeistern. Wir freuen uns, unseren GÃ¤st",none,,"GÃ¤ste, die mit dem Auto anreisen, parken dieses kostenfrei direkt vor dem GrundstÃ¼ck. Bitte unbedingt beachten: Ein Befahren des GrundstÃ¼ckes bzw. Parken darauf ist nicht mÃ¶glich, da sich unter dem Rasen Abwassertanks befinden, die das Gewicht eines Fahrzeuges nicht tragen kÃ¶nnen!","Erleben Sie Neu-Venedig in Berlin: Einen auÃŸergewÃ¶hnlichen Ort und eines der bestgehÃ¼teten Geheimnisse! Sie mieten einen einzigartigen Bungalow mit eigenem, wunderschÃ¶n eingewachsenen GrundstÃ¼ck, privatem Wasserzugang & viel Platz: Garten, Feuerstelle, Terrasse, Strandkorb, Gas-Grill, 2 FahrrÃ¤der und ein 2er-Kanu! Bus in Laufweite, welcher schnell bei der S-Bahn ist. Der 36qm groÃŸe Bungalow befindet sich auf einem 500qm groÃŸen GrundstÃ¼ck und wurde massiv erbaut, deshalb werden Sie nachts auch nicht von GerÃ¤uschen gestÃ¶rt (falls Ã¼berhaupt :)) und kÃ¶nnen ruhig schlafen; in heiÃŸen SommernÃ¤chten bleibt das Haus angenehm kÃ¼hl von innen. GenieÃŸen Sie die heimelige AtmosphÃ¤re in einem individuellen, hochwertigen Ambiente mit Designer MÃ¶belstÃ¼cken, einem Flat-Screen mit SAT-Empfang, DVD- Player mit DVDs, einer X-Box mit diversen Spielen, etc. In der gut ausgestatteten KÃ¼chenzeile besteht die MÃ¶glichkeit zu kochen: 2-Plattenherd, Mikrowelle, KÃ¼hlschrank, Toaster und ein Wasserkocher stehen zur ",1
